,artist_name,track_name,track_id,popularity,genre,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,beat_duration,tatum_duration
115,MC Hariel,Hit do Ano - O Peso da Luta,0dyr2vWp1BXPAGRepsCnJQ,61,Ostentacao,2021,0.683,0.429,2,-6.319,0,0.435,0.72,0.0,0.12,0.416,109.957,744727,5,1.9431993899204245,0.24567977591973245
116,WC no Beat,Meu Mundo,1hw5UuO6s1DRAJmCn4Nc1H,59,Ostentacao,2018,0.866,0.552,2,-6.478,1,0.257,0.247,0.0,0.135,0.499,131.049,284117,4,1.8411534210526317,0.22902525974025972
117,Nego do Borel,Cheguei no Pistão,5yV1RhGTfTBuTXbHMCq83W,26,Ostentacao,2013,0.639,0.932,2,0.728,1,0.455,0.488,0.0,0.109,0.922,84.292,168515,5,2.832945254237288,0.3571152340425532
118,Racionais MC's,Estilo Cachorro,2tR8iLdCeYhVcyPZvN6T7X,61,Ostentacao,2002,0.819,0.721,1,-4.295,1,0.344,0.483,0.0,0.188,0.728,86.042,377613,4,2.778809481481481,0.34739130996309964
119,Mc Talibã,Um Sabadão Desse Uma Lua Dessa - Sertanejo Remix,17vhoUfBTlm1kT23i4rWMF,59,Ostentacao,2021,0.821,0.769,10,-5.863,1,0.05,0.178,0.0,0.557,0.818,129.948,196639,4,1.8386554285714285,0.23094503562945368
120,MC Marcinho,Glamurosa,5z2heUCSTRdGHWPy2gaOhs,38,Ostentacao,2001,0.781,0.773,7,-8.079,1,0.0451,0.336,0.00106,0.108,0.961,130.047,211613,4,1.8475530701754388,0.23080991266375545
121,Mc Paiva ZS,Jacaré no Peito,3IZA1IsJi4VPLxJy858rHn,65,Ostentacao,2022,0.621,0.503,1,-7.141,0,0.11,0.521,5.41e-06,0.0559,0.738,113.079,259765,3,1.4606977401129944,0.24426101694915253
122,Racionais MC's,"Capítulo 4, Versículo 3",6Wt61AZLG0bN2KasopE2sj,60,Ostentacao,1997,0.625,0.515,8,-9.187,0,0.415,0.0269,0.0,0.0839,0.903,87.841,486560,4,2.7550774857142857,0.345546813655761
123,Mc Kevin,Pra Inveja É Tchau,6BB7Rz8TIuJsKER7PTD8cQ,56,Ostentacao,2018,0.726,0.342,9,-4.706,0,0.0564,0.722,4.89e-05,0.0751,0.524,88.124,173233,3,2.070854878048781,0.3432528514056225
124,Mc Livinho,Irmã Gostosa,1Cmy8GxBFbWNbh4jPnPQ9n,55,Ostentacao,2018,0.865,0.462,4,-4.802,0,0.151,0.412,0.0,0.233,0.667,133.063,187951,4,1.771060294117647,0.22576062034739455
125,Mc Kelvinho,"Avisa Lá, Pt.3",7pWzcOoDF3ssFLrH5wivif,65,Ostentacao,2021,0.918,0.383,3,-7.164,0,0.405,0.373,0.0,0.0717,0.752,113.189,338824,5,2.1157260645161293,0.264756314516129
126,MC Luan da BS,Ela É Malandra,2K509QflSq6A4joclOriyv,58,Ostentacao,2021,0.655,0.564,0,-1.734,0,0.0511,0.419,0.0,0.174,0.529,86.302,214204,3,2.111555612244898,0.3503576430976431
127,Mc Kevin,Junção Venenosa,2FSuhtOSQo1MUn8bNZmxYq,61,Ostentacao,2021,0.683,0.464,0,-10.06,0,0.301,0.554,0.0,0.107,0.634,128.913,205714,5,2.152533894736842,0.27416301333333337
128,Pacificadores,Voando Alto,0icMH5J8ZzboYQm56kVVjC,57,Ostentacao,2020,0.8,0.556,0,-7.522,0,0.0478,0.403,0.00596,0.155,0.375,140.014,208250,4,1.7172443697478992,0.2142818711018711
129,Vulgo FK,Desce Aí (Flow Drake),2oRqU8CVBhp8ZAwaikwoCW,59,Ostentacao,2021,0.782,0.515,1,-8.365,1,0.287,0.105,0.0,0.0786,0.489,85.027,210486,4,2.7843434246575343,0.35349408934707904
130,DJ Lg do Sf,TREM MAIS CARO,6qu6s6uwdVdGewHpi6Cdo7,63,Ostentacao,2022,0.95,0.692,6,-2.242,0,0.248,0.162,1.57e-06,0.0738,0.753,130.039,168048,4,1.8477691011235957,0.23117525069637884
131,MC Marks,Deus é por nós,6jcGoHrqfRW6fI2I6xtwBQ,58,Ostentacao,2020,0.782,0.475,8,-9.535,0,0.132,0.247,0.0,0.0785,0.441,94.928,247592,4,2.5376434042553186,0.31671226439790573
132,Gaab,Amor e Amor,7ipamaL0uwje5dSNejTwPb,63,Ostentacao,2022,0.682,0.418,8,-9.13,1,0.179,0.836,9.48e-05,0.1,0.471,90.0,261333,4,2.6800534375,0.33423785529715766
133,MC G15,Ela Vem,7GBQ9GUAyav1YW6eVyLIQe,55,Ostentacao,2019,0.687,0.634,11,-7.389,1,0.426,0.62,0.0,0.0732,0.572,100.043,196800,5,1.8570370476190476,0.234848014354067
134,MC Kevinho,Solinho,4sIFFlKwckHSuv3asqc49L,53,Ostentacao,2021,0.715,0.91,6,-2.648,1,0.0418,0.29,2.61e-06,0.157,0.804,95.076,126940,4,2.489265625,0.3161346354166667
135,MC L da Vinte,Set Dj Win,0mOCl0EBtm8gkNluMnuJec,59,Ostentacao,2022,0.585,0.444,2,-5.5,0,0.0617,0.512,0.0,0.164,0.7,81.995,265846,5,2.489970943396227,0.3153708194774347
136,MC Joãozinho VT,Deus é Perfeito,1XSizleVSyq7aT3ntXCcvO,62,Ostentacao,2022,0.799,0.672,7,-2.2,1,0.333,0.668,1.79e-06,0.0848,0.531,88.119,207273,4,2.7038724324324326,0.34077092905405404
137,Mc Davi,Uma Malandra,6kYSorROC0HtXja4tW3wby,58,Ostentacao,2022,0.555,0.603,7,-6.484,0,0.0733,0.123,0.0,0.133,0.402,129.229,186923,4,1.8546429292929294,0.2342492131979695
138,Racionais MC's,Eu Sou 157,33UECsx4DcDRampb2ah316,60,Ostentacao,2002,0.904,0.605,10,-5.873,0,0.279,0.15,0.0,0.0684,0.749,85.983,529733,4,2.789325291005291,0.3491040158520476
139,Mc Lele JP,Tudo É Fase,0wxG8UbGsvK7ks3jPC0p6D,63,Ostentacao,2022,0.654,0.424,3,-3.698,1,0.181,0.695,0.0,0.117,0.293,116.681,154667,5,2.017681466666667,0.25797341836734694
140,Djay W,Vou de 4 Molas,0uWiuljBKtgs7azbArahXl,62,Ostentacao,2021,0.847,0.653,8,-5.755,1,0.337,0.368,0.0,0.112,0.668,113.257,307184,5,2.1255225,0.26508328719723184
141,MC Kevinho,Te gusta,0h5iRD8nlDtcn4rwbZzNgg,50,Ostentacao,2020,0.724,0.714,1,-4.443,0,0.0892,0.169,0.0,0.0874,0.961,129.886,151580,4,1.8478420253164558,0.23160509375
142,MISAEL,Que Nem Criança,1ceM4rUT3e7ilZYSVqPKnO,58,Ostentacao,2021,0.825,0.447,6,-11.829,0,0.105,0.326,0.0,0.11,0.53,130.028,254308,4,1.8590767424242425,0.23105600746268656
143,MC Kevinho,Avançada,1fWITNjgwmKEonjikQUaa1,51,Ostentacao,2020,0.602,0.9,8,-1.507,1,0.13,0.04,0.0,0.386,0.752,149.616,115200,4,1.6081785294117648,0.20127289090909092
144,MC Guime,País do Futebol,7AD7hNwGOOSRe33QtnyprD,52,Ostentacao,2013,0.794,0.907,11,-2.648,0,0.207,0.439,0.0,0.411,0.805,129.955,149002,4,1.8351132499999998,0.230882125
145,Mc Bola,Ela É Top,7xqti214kTYnmT84pwA1KI,44,Ostentacao,2016,0.688,0.729,1,-5.424,0,0.428,0.364,0.0,0.182,0.919,78.847,162633,4,3.0081137735849053,0.3791461682242991
146,MC Paulin da Capital,Acredita,3QLk7GwoJ1k08idUqahbBl,59,Ostentacao,2020,0.657,0.715,4,-1.523,0,0.0457,0.273,0.0,0.114,0.429,89.983,245394,4,2.667576704545455,0.3365769176136364
147,Mc Don Juan,Tu Vai Rodar,2YpC8FB7380hs90WPoU0YW,62,Ostentacao,2021,0.672,0.914,6,-3.148,1,0.0449,0.114,0.0,0.335,0.876,152.056,176842,4,1.5643593518518517,0.19781208333333336
148,MC Ryan SP,Revoada do Tubarão,0C1cJj3ZNCS75sojrcMhZV,60,Ostentacao,2020,0.889,0.821,8,-2.415,1,0.184,0.265,0.0,0.0949,0.732,90.014,573334,4,2.6540760465116278,0.332584
149,Mc Don Juan,Vai Ter Que Aguentar,5GAdMAL3tRJkVN1HtwohK2,57,Ostentacao,2020,0.691,0.558,6,-6.64,1,0.0455,0.331,0.0,0.0545,0.905,125.87,172076,4,1.888486,0.2408138309859155
150,Mc Pedrinho,Cansei De Me Apegar,4xbsGqgm681vXcXpwdl6xP,57,Ostentacao,2021,0.677,0.461,9,-7.706,0,0.0495,0.376,4.31e-05,0.124,0.102,129.988,136615,4,1.8445016901408455,0.23139136363636365
151,MC Kekel,Partiu,1LTxGBL6yKtfmW3K8EvbSY,50,Ostentacao,2016,0.825,0.83,6,-5.169,1,0.0593,0.601,0.00105,0.064,0.758,129.911,171240,4,1.844572391304348,0.2307923243243243
152,Mc Livinho,Azul Piscina,01t5aRQQqY5R95Ptlwi2jm,53,Ostentacao,2017,0.565,0.403,9,-9.718,1,0.105,0.0332,0.0,0.0443,0.684,86.812,214154,3,1.809373451327434,0.3036157522123894
153,Mc Kevin,Doutora 2,2AwpSQRW0iOKlx3AWSUZaf,60,Ostentacao,2020,0.722,0.565,2,-5.775,0,0.0898,0.0241,5.85e-06,0.118,0.471,169.93,206118,4,1.4169214388489209,0.17646187165775404
154,Furacão 2000,"Yes, I'm Ready",4Ffh0ccH7frwc9lrf7h9NJ,31,Ostentacao,1999,0.665,0.448,5,-11.375,1,0.0248,0.815,0.000594,0.111,0.548,106.192,189107,3,1.6983920909090906,0.2826463855421687
155,Mc Livinho,Não Perdi Me Livrei,2rBSrVyqHbWyJjRwUT5qWo,42,Ostentacao,2019,0.723,0.534,11,-5.999,0,0.701,0.512,0.0,0.207,0.783,131.984,187273,4,2.2230785185185185,0.28248496913580246
156,Kawe,Gigante,7rJK5hWRhsG40Ga9zp7DlO,57,Ostentacao,2020,0.735,0.472,2,-10.131,0,0.0883,0.668,6.14e-06,0.188,0.246,114.991,147130,4,2.097238550724638,0.2606131138790036
157,Dj GM,Mais um Favelado,6Je9vWKLrZmXSNXMl5tzUX,59,Ostentacao,2021,0.502,0.754,8,-2.722,0,0.24,0.121,0.0,0.102,0.449,179.978,386717,4,1.53077984063745,0.19239903193612776
158,Gaab,Cuidado,4paYjBg6aiHEG2gLKkm5SM,57,Ostentacao,2017,0.883,0.581,8,-5.421,0,0.0526,0.015,0.0,0.067,0.407,104.954,233268,4,2.2680825000000002,0.2856125436408978
159,Mc Magrinho,MTG - PUMBA LA PUMBA,0mzHgHQ2boWSG299wsAttX,53,Ostentacao,2021,0.878,0.56,6,-1.002,0,0.339,0.778,0.0,0.0913,0.656,129.925,108404,4,1.8083228571428573,0.23131762331838565
160,Mc Kevin,Manto do Timão,3GiY6uqCIFD8ufQ12ElSUZ,57,Ostentacao,2021,0.6,0.548,2,-6.046,1,0.503,0.624,0.0,0.11,0.71,85.275,295909,5,2.4405669747899164,0.30897350210970465
161,MC Hariel,Luxúria ou Trauma - Ao Vivo,7okw2naxK7ePwZ8hjUjZao,59,Ostentacao,2022,0.729,0.62,4,-7.58,0,0.314,0.218,0.0,0.959,0.569,127.101,204094,4,1.8695083177570098,0.236924882629108
162,DJ BOY,Nois Vai Firme e Forte,4nnm4rDNcedlJ1K8Hz5JKQ,59,Ostentacao,2021,0.889,0.471,6,-2.629,0,0.0484,0.761,1.29e-06,0.0859,0.893,106.677,192000,5,2.235565,0.28090933229813664
163,DJ BOY,Coração Gelado 3,2aqIA7facaX2NcjHN2b9MH,63,Ostentacao,2021,0.836,0.581,2,-1.643,0,0.178,0.155,0.0,0.131,0.726,163.916,446341,4,1.4590312457912458,0.1829947558922559
164,Mc Pedrinho,Eu Vou Te Pegar,75CgfPvZhxaGhjAhs9g1nO,53,Ostentacao,2018,0.885,0.534,2,-8.624,0,0.119,0.112,0.0,0.104,0.622,132.08,203012,4,1.7719584070796461,0.22699306306306305
165,MC Hariel,Gestão Inteligente,7hqoLCS3rhWYoWUBOgakaU,62,Ostentacao,2021,0.839,0.655,1,-5.757,0,0.255,0.469,0.0,0.0632,0.522,119.827,118000,4,2.0002808771929823,0.2500231304347826
166,MC Rick,Cupido Fdp 2,1D4Jo67A2x8qvAUKu2S12y,54,Ostentacao,2020,0.728,0.657,1,-1.603,1,0.0557,0.678,0.0,0.117,0.375,130.218,138461,4,1.8400784722222225,0.23000965397923875
167,Mc Davi,"Bonita, Lindinha e Sagaz",3ZjpeqP47CBSMUTc6IVhEM,54,Ostentacao,2018,0.63,0.465,1,-7.143,1,0.541,0.306,0.0,0.0783,0.84,167.285,155077,5,1.5694867010309277,0.19508762626262627
168,MC Rodolfinho,Os Muleke É Liso,6OmKF6WW3eQtZzGQ4hDSOX,50,Ostentacao,2014,0.837,0.709,1,-2.88,0,0.0489,0.0659,0.0,0.213,0.623,129.985,232647,4,1.8623384166666666,0.23047006147540983
169,MC Hariel,Lei do Retorno,0pmk1GXXva2fYczbaz9OFn,51,Ostentacao,2017,0.595,0.699,11,-4.36,1,0.177,0.141,0.0,0.301,0.787,129.842,257280,4,2.0592111965811966,0.25740861995753717
170,Mc Paiva ZS,Ta 3 Ta Lindo,3EvzWxdzYXUoo7IWXsjBUq,60,Ostentacao,2021,0.835,0.718,8,-6.907,0,0.0515,0.745,1.04e-05,0.488,0.807,119.988,134000,4,2.00643578125,0.24989899613899613
171,MC Kevinho,Paredão,5FFpRbsH9WDYNoLauRAHpj,48,Ostentacao,2019,0.744,0.794,6,-4.409,0,0.0836,0.293,0.00207,0.0994,0.717,90.07,133333,4,2.709151702127659,0.33336715025906727
172,DJ Matt D,"Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS & Makalo)",4vDC52DnSqAjec5Vh5yJEb,58,Ostentacao,2020,0.906,0.641,3,-2.875,0,0.308,0.0935,0.0,0.0551,0.678,129.987,303769,4,1.818365903614458,0.23112680428134555
173,MC Kevinho,Taca No Chão,08ofHgk8HhfMntWGVosMrQ,50,Ostentacao,2021,0.776,0.653,1,-2.614,0,0.0597,0.163,0.0,0.358,0.86,133.034,160500,4,1.8000825287356321,0.2262542
174,MC Teteu,Faz a Pose,1sTVKLLFDfAfowsG4bRBN4,54,Ostentacao,2020,0.909,0.3,10,-7.792,0,0.256,0.351,2.28e-06,0.0724,0.694,129.975,135732,4,1.8323641666666666,0.23189205574912894
175,Mc Kevin,Terapia,5ROyrHNiEx9DeZ5SONjVbM,59,Ostentacao,2020,0.811,0.52,8,-7.977,1,0.0737,0.534,4.84e-05,0.0988,0.692,171.963,212167,4,1.3930092715231788,0.1744232730263158
176,MC Kevinho,Chama Neném,5KuQJpW4Zsx02Vr2ylWadX,48,Ostentacao,2021,0.856,0.545,4,-5.407,0,0.047,0.121,0.0,0.107,0.527,130.17,155077,4,1.8216916049382714,0.23068532407407408
177,MC Kekel,Quem Mando Tu Terminar? (To Bonito To Né?),56gpstNB96id9ngmImIkaH,46,Ostentacao,2017,0.509,0.567,2,-5.516,1,0.083,0.0123,0.0,0.142,0.373,172.724,199384,5,1.3634988888888886,0.17410947269303204
178,Pikeno & Menor,Toda Toda,2gywMK0AQvj8QZJFcEO4R3,50,Ostentacao,2013,0.795,0.853,7,-5.001,1,0.17,0.512,0.0,0.0874,0.966,130.025,180267,4,1.8556926315789475,0.2308246511627907
179,KayBlack,A Cunhada,2NmCWuOfyIZBGdBHezHboQ,56,Ostentacao,2020,0.836,0.334,3,-9.331,0,0.266,0.325,0.0,0.0958,0.514,120.02,167938,4,1.9902327160493825,0.2507658179012346
180,MC Kevinho,Turutum,04oolcObomYhQ5VZpsHh1z,44,Ostentacao,2017,0.878,0.88,1,0.047,1,0.0856,0.401,0.00716,0.0983,0.962,129.926,206865,4,1.8463600917431193,0.23096638321995464
181,Mc Livinho,Pilantragem,6xvhSXEoxITSsoaYfkT4Hl,55,Ostentacao,2019,0.86,0.677,0,-5.286,1,0.299,0.8,0.0,0.111,0.573,79.905,212625,4,2.9785998550724635,0.37541893884892086
182,KayBlack,Panamera,1z61dHpzFnpbLQFZl8GjLH,57,Ostentacao,2020,0.819,0.535,9,-7.06,1,0.0593,0.0598,0.0,0.246,0.394,107.983,157778,4,2.189760441176471,0.27784395604395606
183,MC Lan,Vai maluca,6yKUGTJaTcakKzeCQVnque,37,Ostentacao,2020,0.897,0.59,5,-9.012,0,0.111,0.204,0.0518,0.36,0.56,102.116,204000,4,2.366618554216868,0.29412964391691393
184,Sabotage,Mun Rá,6DqvKqY9qJ8GTQ87Q6fpOZ,58,Ostentacao,2018,0.888,0.709,2,-5.479,1,0.279,0.192,0.000114,0.0637,0.804,88.329,275373,4,2.706392178217822,0.3396498765432099
185,MC G15,Você Foi Diferente,6WZjB7VKPed4PPRnWLGZ68,49,Ostentacao,2016,0.684,0.76,11,-5.542,0,0.887,0.609,0.0,0.271,0.652,129.758,177789,4,2.107123373493976,0.2627204
186,MC Kevinho,Uma nora pra cada dia,2bbFhnxYjeb9jYEX2MDKLQ,47,Ostentacao,2019,0.888,0.528,9,-8.751,0,0.192,0.0394,0.0,0.0964,0.924,150.181,131200,4,1.6052745454545456,0.199977124600639
187,Mc Lele JP,Sou Vitorioso,5hyOXY64Pz2OI5snPY3ZvC,56,Ostentacao,2019,0.868,0.553,5,-3.5,1,0.214,0.685,0.0,0.115,0.458,119.905,236000,4,1.9869626724137932,0.24998587096774194
188,MC Kapela,Festa Linda,1KRMUEKZOh0x8GsaWBn339,59,Ostentacao,2020,0.586,0.642,1,-6.001,0,0.382,0.236,0.0,0.196,0.599,66.655,420000,5,3.448109075630251,0.4302799375
189,Vulgo FK,Dior,5wtUQY9UnGkbRlVYxGppry,58,Ostentacao,2021,0.511,0.633,6,-6.433,0,0.0649,0.0955,0.0,0.128,0.377,81.564,134634,4,2.9531125,0.37190994382022474
190,DJ Ws da Igrejinha,Xananan,405ycvBuGfJwO2f2FSPwpc,58,Ostentacao,2021,0.648,0.517,9,-5.809,1,0.36,0.797,1.32e-06,0.12,0.518,163.075,145200,5,1.469465979381443,0.18276243037974682
191,Mc Livinho,Hoje Eu Vou Parar na Gaiola - Make U Sweat & Talking Dirty Remix,4Dniulmk9ODEsTHeg3vvpJ,52,Ostentacao,2019,0.808,0.764,2,-6.845,1,0.071,0.00803,0.0297,0.121,0.152,126.02,156521,4,1.8981828749999998,0.23804777089783283
192,MC Kekel,Namorar pra Quê?​,0UEP4zRu8nOZ9wopxJLXVO,49,Ostentacao,2016,0.917,0.723,6,-5.741,1,0.174,0.31,0.0,0.0641,0.734,129.884,166978,4,1.8586342045454545,0.23100115168539329
193,Dj Batata,Movimento das Maravilhas,1Tq9leePX2ynzgHTJBu5lp,43,Ostentacao,2014,0.91,0.978,6,-0.834,0,0.39,0.107,0.0,0.247,0.685,130.029,160152,4,1.8460628235294116,0.23081930232558137
194,Gaab,Quando A Gente Briga,0xSYfmxbUMj2ZpkM8rQIlh,60,Ostentacao,2022,0.819,0.434,0,-7.942,1,0.126,0.204,0.0,0.108,0.425,111.923,277890,5,2.1181568461538456,0.2682273255813954
195,Biel,Minha cinderela,3rtNSwmZCWvSXpALgv5nUO,0,Ostentacao,2022,0.844,0.897,11,-4.03,0,0.098,0.258,0.0,0.102,0.964,104.989,141000,4,2.2951725,0.28565975409836064
196,MC Bin Laden,"Tá Tranquilo, Tá Favorável",1Wsyt5It2PYnht0aDYcNyR,42,Ostentacao,2016,0.621,0.481,10,-5.082,0,0.397,0.584,0.0,0.106,0.37,172.397,251217,5,1.456734850299401,0.1823386696562033
197,WC no Beat,CENA DE NOVELA (feat. Anitta),0x8odLnz8CK8Yc2a95xwk0,44,Ostentacao,2020,0.798,0.825,8,-3.894,0,0.237,0.1,0.000123,0.053,0.631,142.073,181003,4,1.6941740952380953,0.2112536170212766
198,Kyan,The Box Medley 2,3QcrRvZLLSlkQNmg46ciB2,58,Ostentacao,2021,0.811,0.539,0,-6.941,0,0.0355,0.278,0.0,0.164,0.537,115.019,237000,4,2.0774881415929207,0.2608594597574421
199,Mc Tota,Tereu Teu Teu,7rxiCUs6YnDs8yyjqwgDKy,49,Ostentacao,2020,0.914,0.683,6,-4.739,0,0.29,0.0455,0.0,0.133,0.827,95.005,196536,4,2.501343116883117,0.3161260714285714
200,Mc Don Juan,Se Eu Tiver Solteiro,2qbeAdBSEyCAHnhy5nNksF,48,Ostentacao,2017,0.674,0.75,8,0.111,1,0.131,0.483,0.0,0.161,0.633,129.863,169846,4,2.062162025316456,0.2613812658227848
201,Mc Kevin,Menor do Corre,0dBMwCtv9zZ3wELbwvEGmx,58,Ostentacao,2021,0.619,0.738,4,-1.212,0,0.046,0.331,0.0,0.0752,0.414,82.406,250182,4,2.9027927710843375,0.36512601208459217
202,MC Luan da BS,Sextou,3iCyDinQGH7dfJZnfaqxHK,54,Ostentacao,2021,0.688,0.5,0,-8.214,0,0.139,0.0866,0.0,0.197,0.682,86.651,155077,5,2.78271641509434,0.3467762558139535
203,MC Luan da BS,Set Dj 2W,5DAALJjUCl57Z9qU6l52pF,54,Ostentacao,2021,0.58,0.534,11,-4.661,1,0.278,0.526,0.000336,0.0815,0.658,84.821,275154,5,2.7621768749999998,0.35561804232804234
204,Mc Lipi,Só Gratidão,3HCvks6mkO22FzhieKHI30,54,Ostentacao,2020,0.664,0.586,9,-4.895,0,0.437,0.197,0.0,0.211,0.613,94.952,248500,4,2.0819713793103447,0.26103935483870966
205,MC Lan,Open The Tcheka,77TElJdpImw8cSv6t4mCIr,46,Ostentacao,2017,0.83,0.385,1,-2.421,0,0.441,0.172,0.000921,0.12,0.288,86.608,179769,5,2.763411875,0.3449462840466926
206,Tropa do Bruxo,Química Bandida,3fd0OYbtSlySGiHXJOy8Ea,58,Ostentacao,2021,0.742,0.514,7,-8.579,1,0.236,0.0917,0.0,0.239,0.589,118.043,246115,4,2.0267146218487397,0.25459617154811715
207,Mc Talibã,Um Sabadão Desse Uma Lua Dessa,3KfyRuNdcCGsZb15sqrXDA,54,Ostentacao,2020,0.921,0.83,5,-1.361,1,0.135,0.584,3.17e-05,0.0522,0.596,133.089,172748,4,1.8212456382978721,0.22580076115485564
208,Mc Lipi,Set Dj Gm 4.0,1N6oQPKuRss4kpl4H2qt8K,57,Ostentacao,2020,0.481,0.803,4,-0.808,0,0.0745,0.34,0.0,0.2,0.727,100.106,508865,4,2.827736348314607,0.35338140864714085
209,MC Ryan SP,Casamento,0yKDJQltVxekfkwLlJHIq2,60,Ostentacao,2021,0.695,0.416,4,-7.317,0,0.14,0.249,0.0,0.0992,0.0937,100.055,192000,4,2.6636659701492538,0.3389166914498141
210,Mc Livinho,Rebeca,4nHSECgh13DeUEtpw0axFC,48,Ostentacao,2018,0.6,0.534,6,-7.12,0,0.0432,0.0448,0.0,0.617,0.154,144.981,202000,4,1.631625163934426,0.20640039094650206
211,MC Lemos,Ela Sempre Fura a Lupa,3osouY6zDgpEmtv0QnHPQI,60,Ostentacao,2021,0.715,0.584,6,-6.596,0,0.0437,0.0462,0.0,0.103,0.517,129.995,173592,4,1.830846304347826,0.23078330623306234
212,Mc Kitinho,Como Que Eu Tô,0pReI5PxjVqijybp9pzvxF,44,Ostentacao,2017,0.933,0.806,6,-0.604,1,0.217,0.41,0.0998,0.072,0.829,130.078,172697,4,1.8457688749999999,0.23104107142857147
213,MC Lan,Sua amiga eu vou pegar,53S6D7LFyCd5beRrKqlpDk,51,Ostentacao,2017,0.903,0.411,1,-7.829,1,0.349,0.0917,0.0,0.418,0.807,130.077,166034,4,1.8455555172413787,0.23074301994301996
214,Mc Kevin,1 Milhão de Sonhos,0mKMbu1kjSPhZUQjWgGF3o,57,Ostentacao,2021,0.588,0.505,7,-7.647,1,0.445,0.491,0.0,0.129,0.191,87.724,133968,5,2.667445714285714,0.3369730303030303
215,Furacão 2000,I Touched a Dream,51nuqs3S2drS0eRJ2VhHxb,23,Ostentacao,1999,0.532,0.581,4,-8.722,1,0.051,0.28,1.57e-05,0.0735,0.761,145.691,315053,4,1.6459299473684208,0.20600123521681998
216,Mc Don Juan,A Gente Brigou,5UP7bp4eLm6MNOTWqqn19x,50,Ostentacao,2017,0.853,0.543,11,-3.074,1,0.123,0.176,0.0,0.0654,0.751,99.724,169770,4,2.3730841176470583,0.3014941911764706
217,Mc Davi,GR6 Convoca #01 (Relacionamentos),3xNJbOYwWipF9SAfEGt1LG,55,Ostentacao,2021,0.558,0.448,9,-5.672,0,0.057,0.564,0.0,0.109,0.342,129.99,472615,4,1.9800809871244636,0.2484928907922912
218,DJ BOY,Coração Gelado,6pCjA2lKzvMGOeOzde3kEl,56,Ostentacao,2020,0.826,0.534,11,-1.999,0,0.155,0.202,0.0,0.123,0.474,164.004,358171,4,1.4572324481327803,0.183097079002079
219,Dj Batata,Vem Movimentando,7s9wsNbQpATkHiBL03Nesn,32,Ostentacao,2019,0.798,0.588,0,-7.188,1,0.0738,0.1,0.209,0.0956,0.358,139.982,139251,4,1.7272154430379747,0.2147252803738318
220,Furacão 2000,Ela Só Pensa em Beijar,5XDOlHpFBs4bRRxBM2q3rT,50,Ostentacao,2004,0.854,0.736,1,-6.86,1,0.0793,0.0359,0.0,0.0792,0.932,128.976,215667,4,1.8208190598290597,0.23256601731601734
221,Mc Kevin,Pandemia,5UGKVzE5Vhd9EVC38xIIYX,57,Ostentacao,2021,0.664,0.423,8,-7.966,0,0.563,0.733,2.1e-05,0.0715,0.382,145.044,139636,5,1.821536216216216,0.22990682274247493
222,KayBlack,Respeitada,2s2KVzCf8ppEilPswLgGX4,57,Ostentacao,2020,0.652,0.383,4,-8.32,0,0.296,0.104,0.0,0.0993,0.295,95.079,140495,4,2.5834049056603776,0.3205848630136986
223,Oldilla,Pois É,3WvT9dKQGcCw3INZZCtfFT,61,Ostentacao,2022,0.739,0.626,3,-7.437,0,0.107,0.312,0.0,0.141,0.931,159.83,303000,4,1.5666045549738221,0.19612603133159265
224,MC Menor da VG,Paraíso Tropical,0eKQyaQbK3NvD7ksy7l25q,59,Ostentacao,2021,0.815,0.481,3,-5.677,0,0.354,0.295,0.0,0.105,0.795,159.86,420000,4,1.4978154044117649,0.18844220683287166
225,MC Rick,Me Jogou no Lixo,1zm82sTS5wVSyOp1Zxo45U,50,Ostentacao,2019,0.919,0.637,7,-4.695,1,0.216,0.426,0.0,0.0563,0.573,135.048,120973,4,1.7778184615384616,0.22235556818181818
226,Mc Lipi,Lacoste Africa,2CYDaMPh84THmkSibdh0e4,61,Ostentacao,2021,0.679,0.42,5,-9.772,0,0.175,0.133,0.0,0.156,0.903,106.706,432000,5,1.8800079295154184,0.2349007802197802
227,MC Meno K,Uma Cavala Mesmo,1bK6UaFcArJvIaMeKPTFSm,52,Ostentacao,2021,0.867,0.374,9,-11.883,0,0.236,0.629,0.0,0.161,0.684,130.026,151248,4,1.8354579012345682,0.23042122324159017
228,MC V7,Desisto Nunca,5BVEbUAtYZAPciUbO5qDsQ,55,Ostentacao,2021,0.558,0.642,7,-6.393,1,0.086,0.753,3.34e-05,0.0754,0.17,180.217,192000,4,1.3349871942446043,0.16657719141323796
229,MC Maneirinho,Vou Te Levar - Remix,6lioIeChcPGakJ3OGsZsHr,54,Ostentacao,2021,0.687,0.667,7,-7.609,1,0.0331,0.267,0.0,0.109,0.426,115.758,145783,4,2.0656960000000004,0.25908192170818506
230,Mc Kako,A Vida É um Jogo,7uSosi3BdhnO2h6eBDN06r,56,Ostentacao,2020,0.712,0.451,1,-9.36,1,0.5,0.427,0.0,0.109,0.347,119.958,208000,5,2.1406320212765957,0.2727999732620321
